title,description,genre
grave encounters,Ekipa telewizyjna zostaje uwięziona w nawiedzonym szpitalu psychiatrycznym.,horror
freddys dead: the final nightmare,"John trafia do szpitala psychiatrycznego, gdzie poznaje dr Maggie, która ma podobne sny co on.",horror
the sorcerers apprentice,Nieśmiały nastolatek uczy się magii pod okiem doświadczonego czarodzieja. Wkrótce będzie musiał wykorzystać nowo nabytą wiedzę w starciu z siłami ciemności.,fantasy
sztos,"Sopot, początek lat 70. ""Synek"" i jego przyjaciel Eryk kantują ludzi przy wymianie walut. Kiedy jeden z nich zostaje oszukany, planują zemstę. ",comedy
lenny,"Historia słynnego amerykańskiego komika, Lenny'ego Bruce'a, który swoim specyficznym poczuciem humoru zyskiwał tyleż samo wielbicieli, co wrogów. ",biography
machete kills,Dwóch psychopatów zagraża całemu światu. Tylko brutalny meksykański agent może zażegnać globalny konflikt.,action
mississippi grind,"Życiowy pechowiec i sprytny pokerzysta wyruszają w podróż na północ, która zmieni ich życie. ",drama
hotel transylvania,Hrabia Drakula i jego 118-letnia córka prowadzą hotel w Transylwanii. Przyjaźń dziewczynki z ludzkim chłopcem wpędza rodzinę w kłopoty.,animation
nic smiesznego,Leżący w kostnicy reżyser wspomina swoje niezbyt zabawne życie.,drama
selma,"Martin Luther King prowadzi kampanię o poszanowanie przez władze prawa do powszechnego głosowania. Organizuje marsz, który wyrusza z Selmy w kierunku Montgomery, stolicy Alabamy. ",biography
on deadly ground,"Forrest Taft postanawia udaremnić plany koncernu naftowego, który chce zagospodarować dziewicze tereny Alaski.",thriller
unforgiven,Emerytowany rewolwerowiec podejmuje się zemsty na zlecenie okaleczonej prostytutki.,western
the hunchback of notre dame,"Na dzwonnicy Katedry Najświętszej Marii Panny w Paryżu mieszka Quasimodo, ukryty przed światem z powodu odstraszającego wyglądu. Podczas święta błaznów wymyka się on ze swej samotni i poznaje piękną cygankę, Esmeraldę.&nbsp;",animation
champs,"Mike Tyson, Evander Holyfield i Bernard Hopkins opowiadają o swoich bokserskich karierach. Relacjonują drogę, jaką musieli przejść od wyrwania się z biedy do osiągnięcia sukcesu.",documentary
universal soldier,"Przywróceni do życia i udoskonaleni genetycznie żołnierze kontynuują między sobą bratobójczą walkę, która 25 lat wcześniej zakończyła się ich śmiercią w Wietnamie. ",action
lucy,Podczas przemytu narkotyków w swoim organizmie Lucy przypadkowo zyskuje nadprzyrodzone zdolności.,action
clash of the titans,"Perseusz, wychowany wśród ludzi syn Zeusa, wyrusza z wyprawą przeciwko Hadesowi, który chce sprowadzić na ziemię chaos.",fantasy
behind the candelabra,"Historia jednego z najlepiej opłacanych artystów w Las Vegas i ikony homoseksualistów, Liberace'a, oraz jego burzliwego związku ze Scottem Thorsonem. ",biography
the wild bunch,"Banda Pike'a Bishopa rabuje kolejny bank i zabija kilka przypadkowych osób. Rusza za nimi pościg, któremu przewodzi jego dawny przyjaciel, Thornton.",western
mousehunt,Dwóch braci zamierza wystawić na licytację starą posiadłość odziedziczoną po zmarłym ojcu. Przedtem jednak muszą pozbyć się zamieszkującej tam myszy.,family
outrage," Kilka klanów yakuza w bezwzględnej walce rywalizuje o dominację w japońskim przestępczym podziemiu. Walczący ze sobą bossowie posuwają się do brutalnych intryg,... ",crime
the princess diaries 2: royal engagement,"Mia przyjeżdża do Genovii, aby zasiąść na należnym jej tronie. Jednak zgodnie z prawem księżniczka przed objęciem władzy musi wyjść za mąż.",comedy
ostwind - zusammen sind wir frei,Nastoletnia Mika zaprzyjaźnia się z nieujarzmionym ogierem. ,family
following,Niespełniony pisarz śledzi przypadkowych ludzi spotkanych na ulicy. Wkrótce wpada w kłopoty. ,crime
childs play 2,"Laleczka Chucky wciąż żyje i podejmuje kolejną próbę zabicia Andy'ego, który trafił do rodziny zastępczej.",horror
percy jackson &amp; the olympians: the lightning thief,"Potomek Posejdona, nastolatek Percy Jackson, wraz ze swoimi przyjaciółmi wyrusza w podróż, aby odnaleźć Piorun Zeusa. ",fantasy
the ring two,"Rachel wraz z synem przeprowadza się, by rozpocząć&nbsp;życie od nowa. Samara nie pozwala jednak o sobie zapomnieć.",horror
microcosmos: le peuple de lherbe,Dokument ukazuje jeden dzień z życia najmniejszych mieszkańców łąki. ,documentary
aliens,Po 57 latach hibernacji Ellen Ripley zostaje odnaleziona. Zgadza się wziąć udział w misji mającej na celu likwidację obcych istot zagrażających kolonizatorom. ,horror
angels in the outfield,"Dorastający w rodzinie zastępczej Roger modli się o to, by jego ulubiona drużyna bejsbolowa zdobyła mistrzostwo. Chłopiec wierzy, że gdy zostanie wysłuchany, wróci do niego ojciec.",family
la notte,"Lydia i Giovanni, którzy niedawno się pobrali, odwiedzają umierającego przyjaciela, po czym spędzają noc osobno. ",drama
dial m for murder,"Zabójczo inteligentny Tony planuje śmierć swojej niewiernej, bogatej żony. Gdy plan spala na panewce, do akcji wkracza przebiegły kochanek i doświadczony detektyw policyjny. ",crime
piper,"Głodne pisklę brodźca po raz pierwszy opuszcza gniazdo, by samodzielnie poszukać jedzenia na brzegu morza. Problem stanowi dla niego fakt, że pokarm zakopany jest w piasku, który co chwilę przykrywają groźne fale.",animation
the game changers,Szkoleniowiec sił specjalnych z&nbsp;pomocą sportowców i&nbsp;naukowców bierze pod lupę wartości odżywcze mięsa i&nbsp;roślin.,documentary
avis de mistral,"Rodzeństwo spędza wakacje w Prowansji u dziadka, którego z powodu rodzinnych konfliktów nigdy wcześniej nie poznało.",drama
free birds,"Dwa indyki, Franek i Olo, przenoszą się w czasie do pierwszego Święta Dziękczynienia, by usunąć swoich pobratymców z ludzkiego menu. ",animation
danton,"Czasy Wielkiej Rewolucji Francuskiej. Jeden z jej przywódców, Danton, zostaje oskarżony o zdradę i spisek przeciwko krajowi.",biography
warszawa 1935,"Krótkometrażowa animacja, która po raz pierwszy pokaże widzom stolicę Polski z okresu dwudziestolecia międzywojennego.",animation
the three musketeers,Młody D'Artagnan zaprzyjaźnia się z trójką legendarnych muszkieterów. Razem muszą zapobiec wojnie w Europie.,adventure
remember me,Poturbowany przez policjanta Tyler postanawia w akcie zemsty uwieść córkę funkcjonariusza.,drama
za niebieskimi drzwiami,"Łukasz odkrywa, że niebieskie drzwi w jego pokoju prowadzą do innej rzeczywistości. ",fantasy
"mune, le gardien de la lune",Munio niespodziewanie zostaje wybrany Strażnikiem Księżyca. Dla równowagi mianowany zostaje również Strażnik Słońca – Stalon. ,animation
gravity,Weteran misji kosmicznych i ambitna pani naukowiec krążą po orbicie Ziemi na uszkodzonym promie.,drama
everest,Rok 1996. Podczas wspinaczki na najwyższy szczyt świata członkowie ekspedycji stawiają czoło potężnej burzy śnieżnej. ,adventure
captain america: civil war,"ONZ wprowadza przymusowy rejestr bohaterów, który doprowadza do konfliktu pomiędzy Kapitanem Ameryką a Iron Manem. Sytuację komplikuje zamach na króla Wakandy.",action
my super ex-girlfriend," Bycie superbohaterką ma swoje zalety, ale również wady. Trzeba nosić te absurdalnie obcisłe stroje, pomagać ludziom w potrzebie i ukrywać swoją prawdziwą tożsamość. To... ",fantasy
frances,Młoda aktorka Frances Farmer szokuje Hollywood swoim niekonwencjonalnym zachowaniem.,biography
blue streak," Po wyjściu z więzienia złodziej, Miles Logan, przenika do policji, aby odzyskać skradzione przed laty diamenty. ",comedy
this is it,"Dokument ukazuje przygotowania Michaela Jacksona do serii pięćdziesięciu koncertów, które miały odbyć się w Londynie.",documentary
krlighed pa film, „Zaskakująco nieprzewidywalny”&nbsp; Jonas jest przykładnym mężem i ojcem. Niewiele oczekuje od swojego spokojnego&nbsp; i przewidywalnego życia.&nbsp; Wszystko to wali się niczym&nbsp;... ,crime
the polar express,Chłopiec powątpiewający w magię Świąt Bożego Narodzenia zostaje pasażerem pociągu zmierzającego na biegun północny do siedziby św. Mikołaja.,animation
for your eyes only,Agent 007 musi odnaleźć sprzęt umożliwiający kontrolę nad atomowymi okrętami podwodnymi.,thriller
memories," Film składający się z 3 odrębnych historii: I. ""Magnetic Rose"" - Dwóch astronautów trafia do świata wykreowanego ze wspomnień kobiety. II. ""Stink Bomb"" - Młody... ",sci-fi
a knights tale,Podszywający się pod rycerza giermek William bierze udział w turnieju rycerskim ,comedy
zathura: a space adventure,"Kiedy Danny i Walter znajdują tajemniczą grę, Zathurę, stawiają czoła wielu niebezpiecznym przygodom.",fantasy
gothika,"Młoda pani psycholog pewnego razu budzi się jako pacjentka własnego szpitala. Musi udowodnić wszystkim, że została niesłusznie oskarżona o morderstwo.",horror
ant-man and the wasp,Ant-Man i Osa próbują odkryć tajemnice przeszłości doktora Hanka Pyma i Hope van Dyne.,action
the chronicles of narnia: the voyage of the dawn treader,"Edmund i Łucja Pevensie powracają do Narnii, lecz tym razem towarzyszy im kuzyn Eustachy. Dzieci spotykają się z Kaspianem, który płynie na poszukiwanie siedmiu zaginionych baronów. ",family
il racconto dei racconti,"W pewnym królestwie monarchini pragnęła ponad wszystko syna, gdzieś indziej król zajmował się wyłącznie pchłą, a kolejnego monarchę kusiły dwie siostry.",fantasy
tucker: the man and his dream,"Błyskotliwy wynalazca zamierza zrewolucjonizować świat motoryzacji, projektując samochód przyszłości. ",biography
marina abramovic: the artist is present,"Film opowiada o życiu i artystycznych projektach supergwiazdy świata sztuki, Mariny Abramović.",biography
azumi,"Azumi, młoda sierota przygarnięta przez starego mistrza sztuk walki, zostaje poddana wieloletniemu szkoleniu we władaniu mieczem. ",adventure
to all the boys ive loved before,Sekretne listy miłosne nastolatki Lary Jean zostają odkryte i zaczynają siać spustoszenie w jej życiu miłosnym.,romance
arsene lupin,Mający powodzenie u kobiet złodziej zakochuje się w tajemniczej hrabinie Cagliostro. Mężczyzna pomaga jej zdobyć trzy krucyfiksy prowadzące do ukrytego skarbu.,crime
che: part one,Rok 1956. Młody Argentyńczyk Ernesto Guevara i kubańscy rewolucjoniści dowodzeni przez Fidela Castro podejmują walkę z dyktatorem Batistą. ,biography
inside job,Dokument przedstawia przyczyny kryzysu ekonomicznego z 2008 roku.&nbsp;,documentary
twisted,"Policjantka, której ojciec był seryjnym mordercą odkrywa, że ktoś zabija jej byłych kochanków.",crime
"yours, mine and ours","On ma ośmioro dzieci, ona - dziesięcioro. Spotykają się po latach jako wdowcy i pobierają wywracając własnym dzieciom świat do góry nogami. ",family
"belle et sebastien, laventure continue","Gdy Sebastian dowiaduje się, że awionetka z jego przyjaciółką zaginęła, wyrusza na poszukiwania. Towarzyszy mu nieodłączny pies - Bella. ",family
the quest,Uliczny złodziejaszek staje przed niepowtarzalną szansą zdobycia cennej nagrody w międzynarodowym turnieju walk.,adventure
el buen patron,"Właściciel lokalnej fabryki chce otrzymać nagrodę dla najlepszego biznesu, jednak napotyka po drodze rozmaite przeciwności, choćby żądnego zemsty byłego pracownika. ",comedy
men of honor,"Rok 1948. Historia czarnoskórego Amerykanina, który mimo nieprzychylności swoich przełożonych dąży do tego, by zostać wojskowym nurkiem biorącym udział w zadaniach specjalnych.",biography
spaceballs,"Zły Lord Hełmofon rozkazuje porwać księżniczkę Vespę, by móc zdobyć bezcenne zapasy powietrza z jej rodzinnej planety. Lone Starr, za namową ojca dziewczyny, wyrusza na ratunek.",comedy
volki i ovtsy. beeezumnoe prevrashchenie,"Szary, syn przywódcy stada wilków, przez niefortunne zaklęcie budzi się w owczej skórze. ",animation
hellboy ii: the golden army,Hellboy musi stawić czoła zbudzonej przez okrutnego księcia armii niepokonanych bestii. Pomogą mu w tym przyjaciele o paranormalnych zdolnościach.&nbsp;,fantasy
the african queen,"Afryka, czasy I wojny światowej. Charlie Allnut, kawaler i łowca przygód, przewożąc na swojej łodzi siostrę zmarłego pastora, napotyka wojsko niemieckie.",comedy
pandorum,"Dwóch astronautów budzi się z hibernacji na opuszczonym statku kosmicznym. Nie wiedzą, kim są, ani co jest celem ich podróży.",horror
kokaku kidotai stand alone complex: solid state society,Sekcja 9 stara się rozwikłać sprawę dotyczącą hakera o pseudonimie Władca Marionetek.,action
outlaw,"Grupka nieznajomych postanawia się zjednoczyć, aby położyć kres przestępczości, z którą nie radzi sobie państwo. ",crime
kingsman: the golden circle,"Po ataku na siedzibę Kingsman Eggsy i Merlin udają się do Ameryki, by z pomocą siostrzanej organizacji Statesman schwytać sprawców zamachu.",action
the black dahlia,"Los Angeles, rok 1947. Dwaj detektywi z LAPD, Bucky Bleichert i Lee Blanchard, próbują rozwiązać sprawę okrutnego morderstwa aktorki, Elizabeth Short. ",crime
fear street,"Grupa nastoletnich przyjaciół przypadkiem staje twarzą w twarz z mroczną siłą, która od ponad 300 lat gnębi ich miasteczko i ma na swoim koncie serię brutalnych morderstw. Witajcie w Shadyside.",horror
subway,Fred kradnie cenne dokumenty z domu zamożnej kobiety. Schronienie znajduje w paryskim metrze.,drama
the blue umbrella,"Wśród deszczu, na ulicy rozśpiewanego miasta, zakochują się w sobie dwa kolorowe parasole.",animation
the brood,"Żona Franka Carvetha trafia pod opiekę ekscentrycznego psychologa,&nbsp;który wykorzystuje innowacyjne techniki, aby przełamać psychologiczne blokady u pacjentów.",horror
biohazard: damnation,"Kontynuacja animacji „Resident Evil: Degeneration"". Zadaniem agenta specjalnego Leona jest wytropienie bioorganicznej broni używanej w czasie wojny.",horror
furious seven,"Dominic Toretto i jego ekipa ponownie łączą siły, aby pokonać rządnego zemsty brata Owena - Deckarda oraz przechwycić szpiegowski program zwany Okiem Boga. ",action
serpico,Historia Franka Serpico podejmującego samotną walkę z korupcją w szeregach nowojorskiej policji. ,biography
the matrix resurrections,"Podążaj za Neo, który prowadzi zwyczajne życie w San Francisco, gdzie jego terapeuta przepisuje mu niebieskie pigułki. Jednak Morfeusz oferuje mu czerwoną pigułkę i ponownie otwiera jego umysł na świat Matrix.",action
the september issue," Film dokumentaly ukazuje Annę Wintour, redaktor naczelną sławetnego magazynu modowego Vogue, oraz jej przygotowania do największego jesiennego wydania numeru - Wrzesień... ",documentary
penguins of madagascar,"Pingwiny łączą siły z tajną organizacją Północny Wiatr przeciwko czarnemu charakterowi, który chce zniszczyć świat. ",animation
chopper,"Bezwzględny i brutalny recydywista Mark ""Chopper"" Read stara się zostać najsłynniejszym kryminalistą poprzez wymierzanie sprawiedliwości innym.",biography
ghost town,"Stroniący od kontaktów towarzyskich dentysta przechodzi rutynowy zabieg, doświadczając śmierci klinicznej. Wkrótce zaczyna widzieć duchy zmarłych, które usiłują nakłonić go do dokończenia ich spraw.",comedy
